url,resource_kind,asset_kind,source_url,source_title,content_type,http_status,archive_state,downloaded_at_utc,sha256,local_path,error
https://resdac.org/cms-data/files/mbsf-base-v2,dataset_page,,https://resdac.org/cms-data/files/mbsf-base,Master Beneficiary Summary File Base A/B/C/D | ResDAC,text/html,200,archived,2026-06-12T17:35:30.855383Z,26111c8540a6793f691c322b16fa42ddba75b05f73f4b7715328c1b58eabfda8,data/raw/html/dataset_page/e78ac38bdfbc0e5aac972cd8dd03335ab6b80d9e.html,
https://resdac.org/cms-data/files/mbsf-base-v2?page=1,dataset_page,,https://resdac.org/cms-data/files/mbsf-base-v2,Master Beneficiary Summary File Base A/B/C/D V2 | ResDAC,text/html,200,archived,2026-06-12T17:35:30.855539Z,5a780b884f1848417217608d884613a30413340320c8a69068050a7ca3691a6c,data/raw/html/dataset_page/7f6620be0130d2512c41c119d6426f5eb0feab09.html,
https://resdac.org/cms-data/files/mbsf-cc,dataset_page,,https://resdac.org/cms-data/files/mbsf-base,Master Beneficiary Summary File Base A/B/C/D | ResDAC,text/html,200,archived,2026-06-12T17:35:30.855691Z,4a82344ceadbaa014ae6dc298cc85a8e367928ea1c67a63454a22b38e5530834,data/raw/html/dataset_page/7a716883a22e3fa32ac5abf4fd79b93351d3d91a.html,
https://resdac.org/cms-data/files/mbsf-cc?page=1,dataset_page,,https://resdac.org/cms-data/files/mbsf-cc,Master Beneficiary Summary File 27 CCW Chronic Conditions | ResDAC,text/html,200,archived,2026-06-12T17:35:30.855844Z,59be07a91582d1ddd4e20d86cba737da6f64fc7c2c7bf32dba3c1caade438131,data/raw/html/dataset_page/565b1d48d9ee441ed1b3aede7a79e911afe92eca.html,
https://resdac.org/cms-data/files/mbsf-cost-and-use,dataset_page,,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC,text/html,200,archived,2026-06-12T17:35:30.855999Z,46037ae80d20d1f626dc8207445def89877dc69b9f8ac724a09a3582e13d201b,data/raw/html/dataset_page/7552ff2238b2b2e9031180b3717bf5761986387c.html,
https://resdac.org/cms-data/files/mbsf-cost-and-utilization,dataset_page,,https://resdac.org/cms-data/files/mbsf-base,Master Beneficiary Summary File Base A/B/C/D | ResDAC,text/html,200,archived,2026-06-12T17:35:30.856135Z,8fa62fa0ad5d59aa07ded64b3d1439e4ed841a7c10f7d46670eb1a752c0fe39d,data/raw/html/dataset_page/7d330adad93c87fed02d63153399308af8edde55.html,
https://resdac.org/cms-data/files/mbsf-ndi,dataset_page,,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC,text/html,200,archived,2026-06-12T17:35:30.856296Z,681c02d73f57c5a48188cead6cf0b80f88df661a7b385d363de5bd5e110377df,data/raw/html/dataset_page/3aec89abd3a41a4113f77d1663b1d6008349df8c.html,
https://resdac.org/cms-data/files/mbsf-other-conditions,dataset_page,,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC,text/html,200,archived,2026-06-12T17:35:30.856423Z,e5078e5c2f78f497c7ce9da8c5a6f96a8412ae63156d6217951dc4f17c1886c6,data/raw/html/dataset_page/cb6221ac2e195081875db2207b6efc6681e56769.html,
https://resdac.org/cms-data/files/md-ppas,dataset_page,,https://resdac.org/cms-data?page=3,Find the CMS Data File You Need | ResDAC,text/html,200,archived,2026-06-12T17:35:30.856568Z,166762adcc41e89bcefdb0752f62784b802f46875040f7ec4cca29f1306020b4,data/raw/html/dataset_page/2f231d2e4e57843df94c520b5bad73d382db2e35.html,
https://resdac.org/cms-data/files/mds-20,dataset_page,,https://resdac.org/cms-data?page=2,Find the CMS Data File You Need | ResDAC,text/html,200,archived,2026-06-12T17:35:30.856705Z,049a86f6ee0904c3fa24248d7b4165e3fb6d52346f0b057042282cf6ed40940d,data/raw/html/dataset_page/eb5bab1dec92071711367036fe0fcff79255ca71.html,
